CUST_ID,CUST_ID_CHAR,CUST_ID_DUP,CUSTNAME,ADDRESS1,ADDRESS2,LOCALITY,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,EMAIL_ADDRESS,PHONE_NUMBER,YTD_SALES,SALESMAN_ID,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,CREDITCARD_TYPE,CREDITCARD_EXP,CREDITCARD_CVV
13152,C13152,C13152,Vicky Markus        ,4087 Lady Bug Drive,<null>,<null>,Torano,RI,IT,2029,0,Vicky.C.Markus@spambob.com,0332 4339378,120,NC427 ,IT,'CUEBYJ77D08F241C','370000593693056',American Express,610,6171
10607,C10607,C10607,Martin Alexander    ,1455 Bloomfield Way,<null>,<null>,Casette,RI,IT,2030,0,Martin.D.Alexander@spambob.com,0353 7610492,5869.4,WE226 ,CA,'167810282','6011004471953287',Discover,1015,2210
10832,C10832,C10832,Anne Pineda         ,2735 Jones Street,<null>,<null>,Corese Terra,RI,IT,2030,0,Anne.A.Pineda@trashymail.com,0327 3646532,5231,WE283 ,U.S.,'520510005','370000007972005',American Express,1117,1621
10959,C10959,C10959,Joseph Hensley      ,879 Edington Drive,<null>,<null>,Dover Heights,NSW,AU,2030,0,Joseph.D.Hensley@dodgeit.com,(07) 4583 3644,5320.86,SW346 ,IT,'FHVWUO78E29L247U','6011009053155359',Discover,514,4979
11176,C11176,C11176,Mary Reichert       ,2822 Camden Street,<null>,<null>,Frasso Sabino,RI,IT,2030,0,Mary.J.Reichert@mailinator.com,0323 1910551,298.83,SC130 ,IT,'DSHTXD40C19B214L','370000498034752',American Express,710,6814
11163,C11163,C11163,Bryan Garcia        ,2457 Sunny Day Drive,<null>,<null>,Foxboro,MA,US,2035,0,Bryan.D.Garcia@pookmail.com,323-373-3359,1820.08,SW340 ,CA,'154518237','370000108256720',American Express,1212,6780
12353,C12353,C12353,Patrica Chamberlin  ,3802 Round Table Drive,<null>,<null>,Pagewood,NSW,AU,2035,0,Patrica.K.Chamberlin@pookmail.com,(08) 8290 2352,5000.9,NW316 ,U.S.,'022867975','30000003814724',Diners Club,712,6610
12643,C12643,C12643,Carrie Akers        ,842 Eagle Street,<null>,<null>,Roccantica,RI,IT,2040,0,Carrie.H.Akers@trashymail.com,0362 1262285,290.48,SC262 ,U.S.,'762010001','370000042857443',American Express,1117,8371
10611,C10611,C10611,Janice Carrico      ,861 Hilltop Haven Drive,<null>,<null>,Casperia,RI,IT,2041,0,Janice.S.Carrico@pookmail.com,0397 1184273,0,NE307 ,U.S.,'022868178','3088006922239336',JCB,910,9492
12428,C12428,C12428,Joe Kirchner        ,1107 Mcwhorter Road,<null>,<null>,Petersham North,NSW,AU,2049,0,Joe.E.Kirchner@pookmail.com,(02) 4221 8224,5000.9,SE139 ,FR,'155095550970122','3088000907748254',JCB,1210,5397
11313,C11313,C11313,Tom Gagliardi       ,3344 Marigold Lane,<null>,<null>,Greenwich,NSW,AU,2065,0,Tom.T.Gagliardi@spambob.com,(02) 4284 8723,5869.4,WE220 ,UK,'EB721818C','30000004842559',Diners Club,111,6108
10159,C10159,C10159,Melba Whitehead     ,4985 Barnes Avenue,<null>,<null>,Asquith,NSW,AU,2077,0,Melba.M.Whitehead@trashymail.com,(07) 4507 5357,2550,RP121 ,ES,'0568157B','370000007003595',American Express,913,4284
10794,C10794,C10794,Earl Grande         ,3230 Short Street,<null>,<null>,Collaroy Beach,NSW,AU,2097,0,Earl.T.Grande@spambob.com,(03) 5366 9197,6000.28,SE331 ,CA,'591286216','5500001218564617',Master Card,215,5296
12116,C12116,C12116,Jay Barton          ,529 Ford Street,<null>,<null>,Morning Bay,NSW,AU,2108,0,Jay.R.Barton@spambob.com,(03) 5352 5300,304,SW145 ,U.S.,'022868278','30000003367061',Diners Club,312,4953
10396,C10396,C10396,Donald Leibowitz    ,879 Douglas Dairy Road,<null>,<null>,Boston,MA,US,2109,0,Donald.J.Leibowitz@mailinator.com,717-983-6454,120,SW277 ,IT,'RHPMTU26E60G804V','6011004913178931',Discover,1109,2072
10000,C10000,C10000,Emily Oswald        ,3840 Byers Lane,<null>,<null>,Boston,MA,US,2110,0,Emily.M.Oswald@mailinator.com,951-377-6099,904.86,SE331 ,ES,'8297790B','4571444025760464',JCB,709,9597
10042,C10042,C10042,Carrol Brewer       ,4091 Shinn Street,<null>,<null>,Boston,MA,US,2110,0,Carrol.K.Brewer@pookmail.com,951-377-6099,673,NW181 ,ES,'4701439D','370000319397875',American Express,717,5933
10391,C10391,C10391,Karina Wall         ,1192 Frederick Street,<null>,<null>,Boston,MA,US,2110,0,Karina.G.Wall@pookmail.com,229-535-3118,568.3,SE331 ,IT,'TIIXDE13M61L977C','30000001463763',Diners Club,912,2717
10393,C10393,C10393,Eleanor Rodriguez   ,4551 Willow Oaks Lane,<null>,<null>,Boston,MA,US,2110,0,Eleanor.G.Rodriguez@spambob.com,815-682-1742,486,NC364 ,KO,'0001021885086','30000003932567',Diners Club,1010,8129
10394,C10394,C10394,David Herring       ,718 Green Acres Road,<null>,<null>,Boston,MA,US,2110,0,David.M.Herring@spambob.com,951-284-4552,120,SC130 ,IT,'KMMMEU51C45E999I','3088002887655004',JCB,714,4778
10398,C10398,C10398,Warren Stokes       ,4723 Pretty View Lane,<null>,<null>,Boston,MA,US,2110,0,Warren.S.Stokes@spambob.com,703-275-4836,863.9,WE286 ,CA,'710020520','3088009168560886',JCB,314,3135
10400,C10400,C10400,Scott Boles         ,2093 University Street,<null>,<null>,Boston,MA,US,2110,0,Scott.S.Boles@pookmail.com,951-377-6099,120,NW316 ,IT,'DLPVLC75P46F569H','30000005430081',Diners Club,1016,7379
11375,C11375,C11375,Ron Muirhead        ,1613 Cinnamon Lane,<null>,<null>,Boston,MA,US,2110,0,Ron.H.Muirhead@dodgeit.com,951-377-6099,324,WE415 ,UK,'SB030811D','30000005137033',Diners Club,614,5395
11689,C11689,C11689,Pamela Arnett       ,2275 Caynor Circle,<null>,<null>,Boston,MA,US,2110,0,Pamela.S.Arnett@spambob.com,951-377-6099,6101,WE352 ,CA,'962214003','6011008278001984',Discover,914,550
10397,C10397,C10397,Lonnie Anderson     ,366 Bartlett Avenue,<null>,<null>,Boston,MA,US,2114,0,Lonnie.J.Anderson@mailinator.com,503-917-2862,673,NW382 ,CA,'949629216','4111110654121412',VISA,610,7684
10399,C10399,C10399,Tim Alves           ,704 Logan Lane,<null>,<null>,Boston,MA,US,2114,0,Tim.P.Alves@dodgeit.com,775-243-7509,120,NW310 ,UK,'MA873070C','4111113545161373',VISA,616,4467
12703,C12703,C12703,Joseph Griffith     ,1735 Lady Bug Drive,<null>,<null>,S Boston,MA,US,2127,0,Joseph.M.Griffith@dodgeit.com,951-795-7138,5320.86,NW115 ,IT,'IOEVLT57T20H018V','5500005586030960',Master Card,1016,6514
10525,C10525,C10525,Lydia Werner        ,3091 Ryan Road,<null>,<null>,Cambridge,MA,US,2141,0,Lydia.F.Werner@mailinator.com,310-451-7246,352,SW340 ,ES,'2761612W','4111113986993672',VISA,117,4773
10522,C10522,C10522,Joseph Bowden       ,318 Post Avenue,<null>,<null>,Cambridge,MA,US,2141,0,Joseph.M.Bowden@dodgeit.com,828-294-4454,180.3,SW145 ,U.S.,'510270001','370000811717802',American Express,111,3237
10524,C10524,C10524,Alice Oberlander    ,1635 Barrington Court,<null>,<null>,Cambridge,MA,US,2141,0,Alice.R.Oberlander@spambob.com,570-793-8638,352,WE418 ,ES,'3972031T','6011009019586309',Discover,613,5630
10526,C10526,C10526,Mary Scott          ,1023 Stonecoal Road,<null>,<null>,Cambridge,MA,US,2141,0,Mary.R.Scott@pookmail.com,313-826-8978,0,SE205 ,UK,'BH660319A','6011006639728741',Discover,110,7919
10527,C10527,C10527,Joe Lindsey         ,447 Patterson Fork Road,<null>,<null>,Cambridge,MA,US,2141,0,Joe.L.Lindsey@mailinator.com,409-644-9253,180.3,SC394 ,CA,'409110863','3088005769718634',JCB,1111,7671
10528,C10528,C10528,David Mathes        ,2620 Byers Lane,<null>,<null>,Cambridge,MA,US,2141,0,David.B.Mathes@pookmail.com,309-375-1227,505,SC196 ,U.S.,'401650001','30000005744986',Diners Club,212,6551
11720,C11720,C11720,Patrick Martin      ,3919 Kenwood Place,<null>,<null>,Lidcombe,NSW,AU,2141,0,Patrick.S.Martin@pookmail.com,(07) 4009 8575,2550,SC391 ,U.S.,'649400001','370000621206020',American Express,310,5236
10521,C10521,C10521,Anthony Spurlock    ,1534 Pearl Street,<null>,<null>,Cambridge,MA,US,2142,0,Anthony.J.Spurlock@dodgeit.com,202-757-0511,304,SW343 ,CA,'006641690','30000003990169',Diners Club,108,2663
10529,C10529,C10529,Mitzi Arriaga       ,4194 Austin Avenue,<null>,<null>,Cambridge,MA,US,2142,0,Mitzi.E.Arriaga@mailinator.com,510-277-2610,5869.4,SW142 ,UK,'AT803148B','4111113159418556',VISA,409,4715
11855,C11855,C11855,Joseph Callen       ,4745 Joes Road,<null>,<null>,Malden,MA,US,2148,0,Joseph.S.Callen@trashymail.com,917-801-8837,1820.08,SC322 ,UK,'YT722310B','370000565592849',American Express,1216,5626
10712,C10712,C10712,Alice Mann          ,1975 Short Street,<null>,<null>,Chelsea,MA,US,2150,0,Alice.C.Mann@dodgeit.com,248-701-4014,352,SE202 ,UK,'KZ131531A','4111114075639168',VISA,915,8049
12379,C12379,C12379,Marilyn Mckinney    ,4031 Brown Avenue,<null>,<null>,Parramatta,NSW,AU,2150,0,Marilyn.R.Mckinney@dodgeit.com,(08) 8204 3073,673,SW346 ,IT,'YAOHWO95E17C471T','4111110625950337',VISA,815,4571
12265,C12265,C12265,Raymond Rush        ,4022 Gregory Lane,<null>,<null>,North Parramatta,NSW,AU,2151,0,Raymond.O.Rush@dodgeit.com,(03) 5340 2795,180.3,SE208 ,FR,'163054216751581','30000001349509',Diners Club,1209,8236
12242,C12242,C12242,Frank Duncan        ,4962 Layman Court,<null>,<null>,Newton,MA,US,2160,0,Frank.E.Duncan@mailinator.com,715-749-0350,505,SE205 ,U.S.,'620590001','6011000557801580',Discover,810,110
12243,C12243,C12243,Mario Eberle        ,4559 Mesa Drive,<null>,<null>,Newton,MA,US,2160,0,Mario.B.Eberle@pookmail.com,478-722-8267,52,NC100 ,IT,'HKSXDC52A50F428Y','370000480294000',American Express,1016,9181
11329,C11329,C11329,Jasmine Mcdonald    ,872 Bastin Drive,<null>,<null>,Guildford,NSW,AU,2161,0,Jasmine.J.Mcdonald@dodgeit.com,(03) 8976 7363,904.86,SC127 ,UK,'SR751553C','370000858085006',American Express,115,2410
12571,C12571,C12571,Brent Lopez         ,717 Perry Street,<null>,<null>,Quincy,MA,US,2169,0,Brent.L.Lopez@spambob.com,801-552-8820,1820.08,NE238 ,IT,'SIUMBJ57P28C439G','4111114424406046',VISA,1212,1127
10417,C10417,C10417,Brenda Welch        ,4731 Rainbow Drive,<null>,<null>,Braintree,MA,US,2184,0,Brenda.M.Welch@dodgeit.com,313-486-3332,3780.51,NW376 ,IT,'GEOCCJ29T70I447Q','5500002490273380',Master Card,510,6625
12199,C12199,C12199,John Berry          ,1778 Nixon Avenue,<null>,<null>,Needham,MA,US,2192,0,John.S.Berry@spambob.com,937-602-6875,492,NC358 ,IT,'EXXSYD12P18L963Q','370000114536701',American Express,310,8136
12982,C12982,C12982,William White       ,4976 Scheuvront Drive,<null>,<null>,Soissons,<null>,FR,2200,0,William.L.White@dodgeit.com,04.35.39.39.94,9095.04,SE202 ,IT,'IEURVK58C62D997H','3088000339160219',JCB,215,3336
11892,C11892,C11892,Joan Dewitt         ,3465 Nash Street,<null>,<null>,Marrickville,NSW,AU,2204,0,Joan.M.Dewitt@mailinator.com,(03) 5395 9403,673,NE235 ,FR,'167119008354016','3088004126363689',JCB,211,9635
10312,C10312,C10312,William Tennant     ,2780 Stoney Lane,<null>,<null>,Bexley,NSW,AU,2207,0,William.L.Tennant@mailinator.com,(03) 8655 6717,2550,SW346 ,IT,'VRGJKJ65A47L187K','6011002712204882',Discover,310,1128
13318,C13318,C13318,Ivan Russ           ,3134 Farnum Road,<null>,<null>,Villa de Ves,<null>,ES,2213,0,Ivan.J.Russ@trashymail.com,91-102-2586,492,SW409 ,FR,'716037405098656','4111114732538142',VISA,1015,769
10392,C10392,C10392,Maggie Moore        ,2357 Oak Way,<null>,<null>,Boston,MA,US,2215,0,Maggie.B.Moore@spambob.com,231-709-5716,492,NE172 ,IT,'CDYTBZ97R21G330B','4111115737117196',VISA,1009,2370
10395,C10395,C10395,Matt Wade           ,1714 Sarah Drive,<null>,<null>,Boston,MA,US,2215,0,Matt.J.Wade@spambob.com,815-957-7005,853.3,SE205 ,U.S.,'021880004','4111115611878319',VISA,812,4355
11741,C11741,C11741,Robin Taylor        ,2266 Mulberry Avenue,<null>,<null>,Little Wobby,NSW,AU,2256,0,Robin.W.Taylor@mailinator.com,(08) 9044 5438,486,NW181 ,FR,'159048511992929','6011005929103227',Discover,517,7588
12998,C12998,C12998,George Nicholson    ,606 Kildeer Drive,<null>,<null>,South Tacoma,NSW,AU,2259,0,George.G.Nicholson@trashymail.com,(03) 5349 5753,354,SE139 ,FR,'240033607910273','3088007372808760',JCB,808,5912
10374,C10374,C10374,Carol Tyrrell       ,943 Archwood Avenue,<null>,<null>,Bonnells Bay,NSW,AU,2264,0,Carol.R.Tyrrell@pookmail.com,(02) 4961 6831,3780.51,SE208 ,IT,'EOUMLU33T55B470F','3088004780097912',JCB,609,1774
10131,C10131,C10131,Jason Glass         ,289 Bassell Avenue,<null>,<null>,Argenton,NSW,AU,2284,0,Jason.M.Glass@spambob.com,(07) 4090 2386,52,RP121 ,IT,'HCNMPL50M67G315Q','30000004733675',Diners Club,1016,4539
12917,C12917,C12917,Beth Hauck          ,3702 Rockwell Lane,<null>,<null>,Seahampton,NSW,AU,2286,0,Beth.T.Hauck@mailinator.com,(08) 8263 0651,9095.04,SC193 ,U.S.,'022867992','370000441548205',American Express,910,7851
11220,C11220,C11220,Norman Schultz      ,4200 Fowler Avenue,<null>,<null>,Garden Suburb,NSW,AU,2289,0,Norman.H.Schultz@trashymail.com,(07) 3840 2030,9095.04,WE355 ,IT,'WMOMYO75D21E842C','4111115501512184',VISA,1011,7164
13372,C13372,C13372,Dana Friedrich      ,1708 Ingram Street,<null>,<null>,Waratah,NSW,AU,2298,0,Dana.T.Friedrich@mailinator.com,(03) 5396 0913,3780.51,NC169 ,KO,'0001022054056','370000258181850',American Express,915,7246
10989,C10989,C10989,Jerry Graves        ,4000 Davis Street,<null>,<null>,East Gresford,NSW,AU,2311,0,Jerry.D.Graves@trashymail.com,(07) 4587 0430,6000.28,NE103 ,FR,'230092519039747','30000002033466',Diners Club,811,3768
11120,C11120,C11120,Kathryn Denham      ,1624 Ferry Street,<null>,<null>,Fishermans Bay,NSW,AU,2316,0,Kathryn.W.Denham@spambob.com,(07) 4039 8365,505,WE289 ,KO,'0001022718583','3088007579695176',JCB,110,7233
11656,C11656,C11656,Jennifer Stevens    ,799 Baker Avenue,<null>,<null>,Largs,NSW,AU,2320,0,Jennifer.B.Stevens@dodgeit.com,(02) 6121 4855,5320.86,NE304 ,FR,'230100903149427','370000476102332',American Express,109,4499
11850,C11850,C11850,Enrique Heisler     ,3740 Hawks Nest Lane,<null>,<null>,Maitland North,NSW,AU,2320,0,Enrique.T.Heisler@dodgeit.com,(02) 4093 4107,568.3,NC166 ,IT,'DYYYPX98A09G266G','6011001609557832',Discover,1214,1168
11389,C11389,C11389,Roy Gross           ,1759 Terra Street,<null>,<null>,Hexham,NSW,AU,2322,0,Roy.C.Gross@mailinator.com,(08) 9038 6064,92,SE403 ,IT,'GIEIUE14S47H812Z','30000006321487',Diners Club,414,9166
12462,C12462,C12462,Patti Kluge         ,4718 Hood Avenue,<null>,<null>,Pitnacree,NSW,AU,2323,0,Patti.J.Kluge@spambob.com,(07) 4988 8152,505,SC199 ,FR,'165107930284420','370000969803529',American Express,609,1128
11034,C11034,C11034,Michael Forbis      ,176 Emily Drive,<null>,<null>,Ellalong,NSW,AU,2325,0,Michael.C.Forbis@trashymail.com,(07) 4595 6821,0,SC262 ,UK,'RS398064D','4111113988660303',VISA,213,6780
11316,C11316,C11316,Edward Wiggs        ,160 Maple Court,<null>,<null>,Greta Main,NSW,AU,2325,0,Edward.T.Wiggs@spambob.com,(08) 8295 9445,6000.28,SW211 ,UK,'LY401788B','370000336498722',American Express,1112,5794
12814,C12814,C12814,John Figueroa       ,725 Beechwood Drive,<null>,<null>,San Pedro,<null>,ES,2326,0,John.P.Figueroa@dodgeit.com,91-345-2175,354,SC127 ,FR,'142110257790968','4111118706008990',VISA,309,3192
12533,C12533,C12533,Chantel Ricco       ,292 Wilkinson Court,<null>,<null>,Pozuelo,<null>,ES,2327,0,Chantel.H.Ricco@spambob.com,91-102-2687,2550,NW115 ,FR,'129021637614194','3088003834906599',JCB,213,4555
